Id,SentenceA,SentenceB,Origin,Logic_label,Commonsense_label,SICK_original,monalog,gkr4nli,langpro,ccg2lambda_easyccg,ccg2lambda_candc
2544,The person is slicing a vegetable,Nobody is slicing a tomato,SICK,N,N,N,N,C,N,N,N
2545,Someone is slicing a tomato,The person is slicing a vegetable,SICK,E,E,E,N,N,N,N,E
2546,A little girl is playing a grand piano on stage,"A little girl is playing a piano, which is very big, on stage",SICK,E,E,E,N,N,E,E,N
2547,There is no little girl playing a grand piano on stage,A little girl is playing a grand piano on stage,SICK,C,C,C,C,C,C,C,C
2548,"A girl, who is little, is playing the piano",A little girl is playing the piano,SICK,E,E,E,E,E,E,E,E
2549,There is no little girl playing the piano,A little girl is playing the piano,SICK,C,C,C,C,C,C,C,C
2550,A little girl is playing a grand piano on stage,"A girl, who is little, is playing the piano",SICK,E,E,E,N,E,E,E,E
2551,There is no little girl playing the piano,A little girl is playing a grand piano on stage,SICK,C,C,C,C,C,C,C,C
2552,"A little girl is playing a piano, which is very big, on stage",A little girl is playing the piano,SICK,E,E,E,E,E,E,E,E
2553,A little girl is playing the piano,There is no little girl playing a grand piano on stage,SICK,N,C,N,N,N,N,Exception,N
2554,A little girl is playing a grand piano on stage,A little girl is playing the piano,SICK,E,E,E,E,E,E,E,E
2555,A man is playing the guitar,A man is playing a guitar,SICK,E,E,E,E,E,E,E,E
2556,A man is packing a guitar,A man is playing a guitar,SICK,N,N,N,N,N,N,N,N
2557,Someone is strumming the guitar,Someone is playing the guitar,SICK,N,E,E,E,N,N,N,N
2558,Someone is putting the guitar away,Someone is playing the guitar,SICK,N,N,N,N,N,N,N,N
2559,A man is playing a guitar,Someone is strumming the guitar,SICK,E,E,E,N,N,N,N,N
2560,A man is playing a guitar,Someone is putting the guitar away,SICK,N,N,N,N,N,N,N,N
2561,A man is playing the guitar,Someone is playing the guitar,SICK,E,E,E,N,E,E,E,E
2562,A man is packing a guitar,Someone is playing the guitar,SICK,N,N,N,N,N,N,N,N
2563,A man is playing a guitar,Someone is playing the guitar,SICK,E,E,E,N,E,E,E,E
2564,The man is dancing frantically,The man is dancing,SICK,E,E,E,E,E,E,E,E
2565,The man is dancing,The man is not dancing,SICK,C,C,C,C,C,C,C,C
2566,Three women are dancing,A few women are dancing,SICK,E,E,E,N,N,E,E,E
2567,Three women are standing still,Three women are dancing,SICK,N,N,N,N,N,N,N,N
2568,The man is dancing,A few women are dancing,SICK,C,C,N,N,E,N,N,N
2569,The man is dancing,Three women are standing still,SICK,N,N,N,N,N,N,N,N
2570,The man is dancing frantically,Three women are dancing,SICK,N,N,N,N,N,N,N,N
2571,The man is not dancing,Three women are dancing,SICK,N,N,N,N,E,N,N,N
2572,The man is dancing,Three women are dancing,SICK,N,N,N,N,C,N,N,N
2573,A man is playing a flute made of bamboo,A man is playing a bamboo flute,SICK,E,E,E,N,E,N,N,N
2574,There is no man playing a bamboo flute,A man is playing a bamboo flute,SICK,C,C,C,C,C,C,C,C
2575,The man is playing a flute,A flute is being played by the man,SICK,E,E,E,E,E,E,E,E
2576,The man is playing a flute,The man is not playing a flute,SICK,C,C,C,C,C,C,C,C
2577,A man is playing a bamboo flute,A flute is being played by the man,SICK,E,E,E,E,E,E,E,E
2578,A man is playing a bamboo flute,The man is not playing a flute,SICK,C,C,C,C,C,C,C,C
2579,A man is playing a flute made of bamboo,The man is playing a flute,SICK,E,E,E,N,E,E,E,E
2580,There is no man playing a bamboo flute,The man is playing a flute,SICK,N,N,N,N,N,N,N,N
2581,A man is playing a bamboo flute,The man is playing a flute,SICK,E,E,E,E,E,E,E,E
2582,A person is absently cutting mushrooms with a knife,A person is cutting mushrooms with a knife,SICK,E,E,E,E,E,E,E,E
2583,A person is cutting mushrooms with a knife,A person is putting away the mushrooms,SICK,N,N,N,N,N,N,N,N
2584,A person is slicing some mushrooms,A person is cutting some mushrooms,SICK,E,E,E,E,E,E,E,E
2585,A person is cutting some mushrooms,There is no person cutting some mushrooms,SICK,C,C,C,C,C,C,C,C
2586,A person is cutting mushrooms with a knife,A person is slicing some mushrooms,SICK,E,E,E,N,N,E,E,N
2587,There is no person cutting some mushrooms,A person is cutting mushrooms with a knife,SICK,C,C,C,N,C,C,C,C
2588,A person is absently cutting mushrooms with a knife,A person is cutting some mushrooms,SICK,E,E,E,N,E,E,E,E
2589,A person is cutting some mushrooms,A person is putting away the mushrooms,SICK,N,N,N,N,N,N,N,N
2590,A person is cutting mushrooms with a knife,A person is cutting some mushrooms,SICK,E,E,E,N,E,E,E,E
2591,A tiger is pacing around a cage,A tiger is walking around a cage,SICK,E,E,E,N,N,E,E,E
2592,A tiger is walking outside a cage,A tiger is walking around a cage,SICK,N,E,E,N,E,N,N,N
2593,A tiger is walking around with no aim,A tiger is walking around aimlessly,SICK,E,E,E,N,N,N,N,N
2594,A tiger is walking around aimlessly,A tiger is sitting,SICK,C,C,N,N,N,N,N,N
2595,A tiger is aimlessly walking around,A tiger is walking around aimlessly,SICK,E,E,E,N,E,N,E,E
2596,A tiger is walking around with no aim,A tiger is walking around a cage,SICK,N,N,N,N,N,N,N,N
2597,A tiger is sitting,A tiger is walking around a cage,SICK,C,C,N,N,N,N,N,N
2598,A tiger is aimlessly walking around,A tiger is walking around a cage,SICK,N,N,N,N,N,N,N,N
2599,A tiger is walking around aimlessly,A tiger is pacing around a cage,SICK,N,N,N,N,N,N,N,N
2600,A tiger is walking outside a cage,A tiger is walking around aimlessly,SICK,N,N,N,N,N,N,N,N
2601,A tiger is walking around aimlessly,A tiger is walking around a cage,SICK,N,N,N,N,N,N,N,N
2602,A monkey is brushing the dog,The monkey is brushing the dog,SICK,E,E,E,E,E,E,E,E
2603,A monkey is brushing the dog,There is no monkey brushing the dog,SICK,C,C,C,C,C,C,C,C
2604,A bull dog is being brushed by the monkey,The monkey is brushing a bull dog,SICK,E,E,E,E,E,E,E,E
2605,The monkey is brushing a bull dog,The monkey is not brushing a bull dog,SICK,C,C,C,C,C,C,C,C
2606,The monkey is brushing a bull dog,A bull dog is brushing the monkey,SICK,N,C,N,N,C,N,N,N
2607,A bull dog is being brushed by the monkey,A monkey is brushing the dog,SICK,E,E,E,E,E,E,E,E
2608,A monkey is brushing the dog,The monkey is not brushing a bull dog,SICK,N,N,C,N,N,N,N,N
2609,A monkey is brushing the dog,A bull dog is brushing the monkey,SICK,N,N,N,N,N,N,N,N
2610,The monkey is brushing a bull dog,The monkey is brushing the dog,SICK,E,E,E,E,E,E,E,E
2611,The monkey is brushing a bull dog,There is no monkey brushing the dog,SICK,C,C,C,C,C,C,C,C
2612,The monkey is brushing a bull dog,A monkey is brushing the dog,SICK,E,E,E,E,E,E,E,E
2613,A woman is swiftly cutting an onion,A woman is cutting an onion,SICK,E,E,E,E,E,E,E,E
2614,There is no woman cutting an onion,A woman is cutting an onion,SICK,C,C,C,C,C,C,C,C
2615,The lady is dicing onions,The woman is dicing onions,SICK,E,E,E,E,E,E,E,E
2616,The woman is dicing onions,The woman is throwing onions away,SICK,C,C,N,N,N,N,N,N
2617,The lady is dicing onions,A woman is cutting an onion,SICK,E,E,E,E,E,E,E,E
2618,The woman is throwing onions away,A woman is cutting an onion,SICK,N,N,N,N,N,N,N,N
2619,The woman is dicing onions,A woman is swiftly cutting an onion,SICK,N,N,N,N,N,N,N,N
2620,The woman is dicing onions,There is no woman cutting an onion,SICK,C,C,C,C,C,C,C,C
2621,The woman is dicing onions,A woman is cutting an onion,SICK,E,E,E,E,E,E,E,E
2622,A man is wearing a hard hat and dancing,A man is wearing a hat which is hard and is dancing,SICK,E,E,E,N,E,N,N,N
2623,A man is wearing a hard hat and dancing,A man is naked and standing still,SICK,N,N,N,N,N,N,N,N
2624,A man is dancing with a worn hard hat,A man is wearing a hard hat and dancing,SICK,N,N,N,N,N,N,N,N
2625,A man with a hard hat is dancing,The man with a hard hat is dancing,SICK,E,E,E,E,E,E,E,E
2626,There is no man with a hard hat dancing,A man with a hard hat is dancing,SICK,C,C,C,C,C,N,N,N
2627,The man with a hard hat is dancing,A man is wearing a hard hat and dancing,SICK,E,E,E,N,N,N,N,N
2628,A man is wearing a hard hat and dancing,There is no man with a hard hat dancing,SICK,C,C,C,N,C,N,N,N
2629,A man with a hard hat is dancing,A man is wearing a hat which is hard and is dancing,SICK,E,E,E,N,E,N,N,N
2630,A man is naked and standing still,A man with a hard hat is dancing,SICK,N,N,N,N,N,N,N,N
2631,A man is dancing with a worn hard hat,A man with a hard hat is dancing,SICK,E,E,E,N,E,E,E,E
2632,A man is wearing a hard hat and dancing,A man with a hard hat is dancing,SICK,E,E,E,N,E,N,N,N
2633,Two boys are playing a video game,A couple of boys are playing a video game,SICK,E,E,E,N,E,N,N,N
2634,Two boys are studying,Two boys are playing a video game,SICK,N,N,N,N,N,N,N,N
2635,Two boys on a couch are playing games on the TV,Two boys on a couch are playing video games,SICK,E,E,E,N,E,N,N,N
2636,Two boys on a couch are reading a book,Two boys on a couch are playing video games,SICK,N,N,N,N,N,N,N,N
2637,Video games of two playing boys are on a couch,Two boys on a couch are playing video games,SICK,UG,UG,N,N,C,N,N,N
2638,Two boys on a couch are playing games on the TV,Two boys are playing a video game,SICK,E,E,E,N,E,N,N,N
2639,Two boys are playing a video game,Two boys on a couch are reading a book,SICK,N,N,N,N,N,N,N,N
2640,Video games of two playing boys are on a couch,Two boys are playing a video game,SICK,UG,UG,N,N,C,N,N,N
2641,Two boys on a couch are playing video games,A couple of boys are playing a video game,SICK,E,E,E,N,E,N,N,N
2642,Two boys are studying,Two boys on a couch are playing video games,SICK,N,N,N,N,N,N,N,N
2643,Two boys on a couch are playing video games,Two boys are playing a video game,SICK,E,E,E,N,E,E,E,E
2644,A woman is cutting a potato,A woman is slicing a potato,SICK,N,E,E,N,N,E,E,N
2645,A woman is slicing a potato,There is no woman slicing a potato,SICK,C,C,C,C,C,C,C,C
2646,The man is slicing vegetables,Vegetables are being sliced by a man,SICK,E,E,E,E,E,E,E,E
2647,The man is not slicing vegetables,The man is slicing vegetables,SICK,C,C,C,C,C,C,C,C
2648,A woman is slicing a potato,Vegetables are being sliced by a man,SICK,C,C,N,C,N,N,N,N
2649,The man is not slicing vegetables,A woman is slicing a potato,SICK,N,N,N,N,N,N,N,N
2650,The man is slicing vegetables,A woman is cutting a potato,SICK,N,N,N,N,N,N,N,N
2651,The man is slicing vegetables,There is no woman slicing a potato,SICK,N,N,N,N,N,N,N,N
2652,The man is slicing vegetables,A woman is slicing a potato,SICK,C,C,N,C,N,N,N,N
2653,The lady is breaking an egg for the mixer,The lady is cracking an egg for the mixer,SICK,E,E,E,N,E,N,E,E
2654,The lady is cracking an egg for the mixer,The lady isn't cracking an egg for the mixer,SICK,C,C,C,C,C,C,C,C
2655,The lady is carefully slicing up the meat,The lady is slicing up the meat,SICK,E,E,E,E,E,E,E,E
2656,The lady is slicing up the meat,The lady isn't slicing up the meat,SICK,C,C,C,C,C,C,C,C
2657,The lady is eating slices of meat,The lady is slicing up the meat,SICK,N,N,N,N,E,N,N,N
2658,The lady is carefully slicing up the meat,The lady is cracking an egg for the mixer,SICK,N,N,N,N,N,N,N,N
2659,The lady isn't slicing up the meat,The lady is cracking an egg for the mixer,SICK,N,N,N,N,N,N,N,N
2660,The lady is cracking an egg for the mixer,The lady is eating slices of meat,SICK,N,N,N,N,N,N,N,N
2661,The lady is slicing up the meat,The lady is breaking an egg for the mixer,SICK,N,N,N,N,N,N,N,N
2662,The lady isn't cracking an egg for the mixer,The lady is slicing up the meat,SICK,N,N,N,N,N,N,N,N
2663,The lady is cracking an egg for the mixer,The lady is slicing up the meat,SICK,N,N,N,N,N,N,N,N
2664,Some ferrets are climbing down from a shelf,Ferrets are climbing down from a shelf,SICK,E,E,E,N,E,E,E,E
2665,Ferrets are climbing up a shelf,Ferrets are climbing down from a shelf,SICK,C,C,N,N,E,N,N,N
2666,A few ferrets are climbing out of the cage,Several ferrets are climbing out of the cage,SICK,E,E,E,E,N,E,E,N
2667,Several ferrets are climbing into the cage,Several ferrets are climbing out of the cage,SICK,C,C,N,N,E,N,N,N
2668,A few ferrets are climbing out of the cage,Ferrets are climbing down from a shelf,SICK,N,N,N,N,N,N,N,N
2669,Several ferrets are climbing into the cage,Ferrets are climbing down from a shelf,SICK,N,N,N,N,N,N,N,N
2670,Some ferrets are climbing down from a shelf,Several ferrets are climbing out of the cage,SICK,N,N,N,N,E,N,N,N
2671,Ferrets are climbing up a shelf,Several ferrets are climbing out of the cage,SICK,N,N,N,N,E,N,N,N
2672,Ferrets are climbing down from a shelf,Several ferrets are climbing out of the cage,SICK,N,N,N,N,E,N,N,N
2673,A man is getting into an automobile,A man is getting into a car,SICK,E,E,E,E,E,E,E,E
2674,A man is getting off the car,A man is getting into a car,SICK,C,C,N,N,E,N,N,N
2675,A man is hurriedly getting into a car in a garage,A man is getting into a car in a garage,SICK,E,E,E,E,E,E,E,E
2676,A man is parking a car in a garage,A man is getting into a car in a garage,SICK,C,C,N,N,E,N,N,N
2677,A man is getting into a car in a garage,A man is getting a garage for the car,SICK,C,C,N,N,E,N,N,N
2678,A man is hurriedly getting into a car in a garage,A man is getting into a car,SICK,E,E,E,E,E,E,E,E
2679,A man is parking a car in a garage,A man is getting into a car,SICK,C,C,N,N,E,N,N,N
2680,A man is getting a garage for the car,A man is getting into a car,SICK,C,C,N,N,E,N,N,N
2681,A man is getting into a car in a garage,A man is getting into an automobile,SICK,E,E,E,E,E,E,E,E
2682,A man is getting into a car in a garage,A man is getting off the car,SICK,C,C,N,N,E,N,N,N
2683,A man is getting into a car in a garage,A man is getting into a car,SICK,E,E,E,E,E,E,E,E
2684,A person is cutting a capsicum into pieces,A capsicum is being cut into pieces by a person,SICK,E,E,E,E,E,E,E,N
2685,A person is cutting a capsicum into pieces,Nobody is cutting a capsicum into pieces,SICK,C,C,C,C,C,C,C,C
2686,One person is slicing a clove of garlic into pieces,The person is slicing a clove of garlic into pieces,SICK,E,E,E,N,N,E,E,E
2687,The person is slicing a clove of garlic into pieces,The person is not slicing a clove of garlic into pieces,SICK,C,C,C,C,C,C,C,C
2688,A person is cutting a capsicum into pieces,One person is slicing a clove of garlic into pieces,SICK,N,N,N,N,N,N,N,N
2689,A person is cutting a capsicum into pieces,The person is not slicing a clove of garlic into pieces,SICK,E,E,E,N,N,N,N,N
2690,A capsicum is being cut into pieces by a person,The person is slicing a clove of garlic into pieces,SICK,N,N,N,N,N,N,N,N
2691,Nobody is cutting a capsicum into pieces,The person is slicing a clove of garlic into pieces,SICK,N,N,N,N,C,N,N,N
2692,The person is slicing a clove of garlic into pieces,A person is cutting a capsicum into pieces,SICK,C,C,N,N,E,N,N,N
2693,A man is performing with the guitar,A man is playing a guitar,SICK,E,E,E,N,N,N,N,N
2694,A man is putting away the guitar,A man is playing a guitar,SICK,C,C,N,N,N,N,N,N
2695,The man is gracefully singing and playing the guitar,The man is singing and playing the guitar,SICK,E,E,E,E,E,E,E,E
2696,There is no man singing and playing the guitar,The man is singing and playing the guitar,SICK,C,C,C,C,C,C,C,C
2697,The man is gracefully singing and playing the guitar,A man is playing a guitar,SICK,E,E,E,N,E,E,E,N
2698,There is no man singing and playing the guitar,A man is playing a guitar,SICK,C,C,C,N,C,C,C,N
2699,The man is singing and playing the guitar,A man is performing with the guitar,SICK,E,E,E,N,E,N,N,N
2700,The man is singing and playing the guitar,A man is putting away the guitar,SICK,N,N,N,N,N,N,N,N
2701,The man is singing and playing the guitar,A man is playing a guitar,SICK,E,E,E,N,E,E,E,E
2702,The person is boiling noodles,A person is boiling noodles,SICK,E,E,E,E,E,E,E,E
2703,A person is boiling noodles,There is no person boiling noodles,SICK,C,C,C,C,C,C,C,C
2704,Noodles are being boiled in water by a woman,A woman is boiling noodles in water,SICK,E,E,E,E,E,E,N,E
2705,A woman is drying noodles,A woman is boiling noodles in water,SICK,N,N,N,N,N,N,N,N
2706,Noodles are being boiled in water by a woman,A person is boiling noodles,SICK,E,E,E,E,N,E,E,E
2707,A woman is drying noodles,A person is boiling noodles,SICK,N,N,N,N,N,N,N,N
2708,A woman is boiling noodles in water,The person is boiling noodles,SICK,E,E,E,E,N,E,E,E
2709,There is no person boiling noodles,A woman is boiling noodles in water,SICK,C,C,C,C,C,C,C,C
2710,A woman is boiling noodles in water,A person is boiling noodles,SICK,E,E,E,E,N,E,E,E
2711,A karate practitioner is kicking at another man who is wearing protective boxing gloves,A karate practitioner is kicking at another man who is wearing protective gloves for boxing,SICK,E,E,E,N,E,N,N,N
2712,There is no karate practitioner kicking at another man who is wearing protective boxing gloves,A karate practitioner is kicking at another man who is wearing protective boxing gloves,SICK,C,C,C,C,C,C,C,C
2713,The man is clumsily kick boxing with a trainer,The man is kick boxing with a trainer,SICK,E,E,E,E,E,E,E,E
